Settlements.Settlement.text.castle_village_BS1_1	Логава Гнашрака — старажытная дварфская крэпасьць, цяпер населеная разнастайнымі зялёнаскурымі. Яна стаіць на ўсходнім схіле Гораў Краю Сьвету й пільнуе Пікавы Перавал з боку Воўчых Земляў. Але тут жывуць ня толькі зялёнаскурыя: кажуць, у глыбіні скавэны здабываюць і перавозяць варпкамень. У 1715 годзе імперскага летазьлічэньня палядзін Кхорна Кастрагар дасягнуў дэманства, асабіста зьнішчыўшы ўсіх гоблінаў, што тады жылі ў крэпасьці.
Settlements.Settlement.text.castle_village_BS3_1	Гэтае сумна вядомае месца — сьмяротны прысуд нават наймацнейшым палонным. Зялёнаскурыя прымушаюць іх працаваць да сьмерці, здабываючы звычайныя камяні безь ніякай каштоўнасьці. Карысьць яны бачаць у тым, каб карміць трупамі ваўкоў. Палонныя, што ўцякаюць, таксама выдатна падтрымліваюць зьвяроў у добрай форме.
Settlements.Settlement.text.castle_village_BS2_1	Горсэль — вялікае солездабыўнае селішча, якое належыць Вэйстляндзкай імпартна-экспартнай біржы ў Марыенбургу. Усе жыхары — яе работнікі. Здабыча солі надзвычай небясьпечная, таму шахтары вельмі зьнясіленыя, а ў многіх рукі пакрытыя апёкамі ад солі. Горсэль — адна зь нямногіх саляных капальняў Старога Сьвету, што не абапіраюцца на сялянскую ці рабскую працу. Хоць шахтары й скардзяцца на заробак, ён у іх даволі прыстойны.
Settlements.Settlement.text.castle_village_BS2_2	Адно зь нямногіх месцаў, дзе можна прайсьці Пікавым Перавалам у Воўчыя Землі й далей. Калісьці шлях быў бясьпечны, і дварфы мелі прыбытак ад няспыннага руху караванаў. Цяпер іх усё менш. Нешматлікія адважныя ідуць з моцнаю аховаю, баючыся набегаў зялёнаскурых.
Settlements.Settlement.text.town_RE1	Вялікая гара Чырвонае Вока, раней Карак-Унгор, была велізарным дварфскім горадам-крэпасьцю, а ў росквіце — адной з найглыбейшых і найбагацейшых капальняў гаспадарства. Калі руднікі вычарпаліся, дварфы пакінулі старыя тунэлі. Гэта была вялікая памылка: за гады землятрусы стварылі расколіны, празь якія орды зялёнаскурых прабраліся ўнутр і выгналі гаспадароў. Пазьней дварфы некалькі разоў спрабавалі вярнуць старажытныя залы. Усе спробы былі марныя.
Settlements.Settlement.text.village_RE1_1	Адзін з уваходаў у старажытную дварфскую цьвярдыню Карак-Унгор. Веліч некалі аднаго з найважнейшых руднікоў дварфаў цяпер пакінутая й апаганеная зялёнаскурымі, што адабралі яго ў законных гаспадароў. Калісьці войска караля Скорры Моргрымсана ішло вяртаць гэтую браму. Але далей яно не прасунулася: дварфаў разьбілі пры ўваходзе ў былы дом.
Settlements.Settlement.text.village_RE1_2	Калі Грымгор і ягоная арда не ладзяць ВАААГХ і не рабуюць нейкі край сьвету, ён звычайна прыходзіць у гэтую частку Гары Чырвонае Вока адпачыць і палічыць здабычу. Тут можна пакінуць усе скарбы, а калі захочацца бойкі — спусьціцца ў глыбіні й пазабіваць скавэнаў. Аднак апошнім часам яго тут ня бачылі.
Settlements.Settlement.text.village_RE1_3	Малыя дварфскія патрулі няспынна перасякаюць Горы Краю Сьвету, назіраючы й чакаючы нагоды вярнуць дом продкаў. У адказ на гэтыя вылазкі Орнэры Адступнік збудаваў гэты лягер. Ягоны гарнізон заўсёды гатовы адбіць любую пагрозу — ад людзей ці барадатых стварэньняў.
Settlements.Settlement.text.town_RE2	Тысяча Смуткаў — урадлівая даліна каля гары Чырвонае Вока. Даўно тут кароль дварфаў Скорры Моргрымсан даў вялікую бітву зялёнаскурым, каб узяць Карак-Унгор і вярнуць дом продкаў. Ён разьбіў варожыя войскі, захапіў даліну й паўднёвую браму. Але спроба пранікнуць у гару скончылася паразаю, і даліна з навакольлем зноў адышла зялёнаскурым.
Settlements.Settlement.text.village_RE2_1	У лесе даліны Тысячы Смуткаў зялёнаскурыя шукаюць ежу й асабліва драўніну для сваіх грубых, ненадзейных будынкаў.
Settlements.Settlement.text.village_RE2_2	Калісьці гэтае месца было часткаю Лесу Тысячы Смуткаў. Але гобліны высеклі дрэвы, і цяпер тут даліна, дзе расьце толькі трава, — ідэальнае месца для выпасу й кармленьня дзікіх жывёлаў.
Settlements.Settlement.text.castle_RE1	Вэльд — вялікая раўніна паміж Брунвасэрам і Талабэкам, ля падножжа Гораў Краю Сьвету. Гэта неспакойны край, дзе зялёнаскурыя Гары Чырвонае Вока збудавалі базу для набегаў на Остэрмарк і землі Талабэку.
Settlements.Settlement.text.castle_village_RE1_1	Вэльд — старая вёска Остэрмарку, чыя першапачатковая назва страчаная. Яе пакінулі празь няспынныя набегі зялёнаскурых з гары. Яна служыць арыенцірам на мапе й часовым прыпынкам для паляўнічых гуртоў. Але ніхто не адважваецца начаваць тут.
Settlements.Settlement.text.castle_village_RE1_2	Старая пакінутая імперская рыбацкая вёска каля Крыніцы Талабэка, цяпер занятая гоблінскімі патрулямі, якія шукаюць прыпасы для галоднага клану. Халодныя крышталёва чыстыя воды няспынна даюць рыбу й служаць пасткаю падарожнікам, што спыняюцца каля іх адпачыць.
Settlements.Settlement.text.castle_village_RE1_3	Руіны старажытнай струхлелай вартавой вежы. Але гобліны настолькі хуткія й спрытныя, што могуць узьбірацца на яе, не падаючы й не абвальваючы збудаваньня. Адсюль яны выглядаюць караваны й вялікія гурты для засадаў.
Settlements.Settlement.text.town_IT1	Лягер зялёнаскурых у бясплоднай горнай мясцовасьці. Людзкіх селішчаў навокал няма, таму оркам ня трэба непакоіцца пра суседзяў. Затое яны палююць на дурняў, што перасякаюць гэты перавал паміж Брэтоніяй і Тыліяй.
Settlements.Settlement.text.village_IT1_1	Тут жыве найбольшая колькасьць снотлінгаў у гэтай частцы сьвету, хоць звычайныя людзі не адрозьніваюць іх ад гоблінаў. І тыя, і другія — пагарджаныя істоты, якімі лёгка ахвяруюць, асабліва зялёнаскурыя.
Settlements.Settlement.text.village_IT1_2	Малое месца збору, адкуль орчыя плямёны нападаюць на караваны, што перасякаюць перавал Навалён.
Settlements.Settlement.text.town_IT2	Вялікі орчы лягер, дзе жыве мноства зялёнаскурых. Ягоная галоўная адметнасьць — жывыя людзі ўнутры, але ненадоўга. Звычайна гэта земляробы, караваньнікі ці пераможаныя ваяры, якіх оркі цягнуць сюды дзеля забавы. Іх прымушаюць біцца да сьмерці, катуюць і расчляняюць перад усімі ці аддаюць на корм дзікам, ваўкам, сквігам і хагранімам — вось толькі некаторыя трагічныя лёсы, што чакаюць палонных.
Settlements.Settlement.text.village_IT2_1	Глыбокая пячора, поўная сьмярдзючых грыбоў і гнілых авечак.
Settlements.Settlement.text.village_IT2_2	Оркі разумеюць толькі грубую сілу, таму часта сварацца. Тут бойкі маюць асаблівы сэнс: калі ўзьнікае спрэчка пра здабычу, оркі пачынаюць лупцаваць адзін аднаго менавіта тут. Гэтак іншыя оркі ў крэпасьці ня могуць прысвоіць нарабаванае баявою зграяй.
Settlements.Settlement.text.town_IT3	Вялікі орчы лягер, дзе вырашылі ўзьвесьці татэмы Горка (ці Морка?) са здабычы, адабранай у брэтонцаў: ад кавалкаў дасьпехаў да земляробчых прыладаў. Для чалавечкаў гэты краявід сумны ўжо здалёк.
Settlements.Settlement.text.village_IT3_1	Вялізны чэрап, высечаны ў скале, які, паводле оркаў, блаславіў сам Морк. Дакладней, яны вераць, што ён на яго плюнуў.
Settlements.Settlement.text.village_IT3_2	Старая капальня зь бліскучымі мінэраламі на сьценах. Насамрэч гэта бескарысныя й крохкія крышталі. Каштоўныя мінэралы здабылі даўно.
Settlements.Settlement.text.castle_IT1	Апаганеная дварфская статуя стаіць ля ўваходу ў даліну, якая некалі квітнела пад уладаю дварфаў. Цяпер яе пакрываюць чырвоныя чарапы, спаражненьні й пікі. Падмурак дварфскай вартавой вежы яшчэ стаіць, а муры, дакладней іхныя рэшткі, дасюль служаць свайму прызначэньню.
Settlements.Settlement.text.castle_village_IT1_1	Пасярод шырокай пячорнай залі глыбока пад зямлёю стаіць старажытная дварфская плавільня. Цяпер ёю карыстаюцца зялёнаскурыя. Хоць яны ня маюць досьведу пераробкі нарабаваных дасьпехаў, зброі й прыладаў, яны ведаюць: калі нагрэць іх да патрэбнай тэмпэратуры, кавалкі зьлепяцца ў цалкам прыдатны самаробны дасьпех для хлопцаў.
Settlements.Settlement.text.castle_IT2	Орчая крэпасьць на краі ўцёсу побач з шэрагам прыродных пячораў. У ветраныя дні тут узьнікае рэха, падобнае да крыку параненай вівэрны. Адсюль і назва.
Settlements.Settlement.text.castle_village_IT2_1	Гэты пячорны калідор, поўны спаражненьняў і трупаў, служыць агіднай нечаканасьцю й першай лініяй абароны супраць шукальнікаў прыгодаў, дастаткова адважных, каб ісьці глыбей.
Settlements.Settlement.text.castle_village_IT2_2	Перасечаная мясцовасьць зь лясамі й узгоркамі, дзе штоночы чуваць воўчае выцьцё. У часы нястачы найнеразумнейшыя гобліны блукаюць тут у пошуках новых верхавых зьвяроў.
Settlements.Settlement.text.castle_BP1	У схаванай ад чужых вачэй бухце Мора Кіпцюроў ляжыць логава начных гоблінаў клану Рашкрадальнікаў. Адсюль яны рабуюць усё ўзьбярэжжа ад Мысу Караблекрушальнікаў да Зубоў Манана, ствараючы клопаты Нордлянду, Марыенбургу й эанірам.
Settlements.Settlement.text.castle_RZ1	Фартэца Палёгка — умацаваны маяк праз мора Мананспоорт ад Мысу Рабаўнікоў. Яна належыць Вэйстляндзкай імпартна-экспартнай біржы ў Марыенбургу, якая ўтрымлівае тут губэрнатара й прыватны гарнізон. Фартэцу збудавалі адносна нядаўна, пасьля таго як Альмсховен пакінулі, а ягоны маяк зьнішчылі. Большасьць караблёў спыняецца тут, калі прыходзіць занадта позна ўвечары, каб трапіць у Марыенбург. Нешматлікія спыняюцца, каб зусім абмінуць горад на шляху ў Норску ці Кісьлеў.
